Číslo;Druh/počet záznamů;Nálezů;Zastoupení (%);
5330;Anthonomus pomorum;194;0;
5331;Gavia immer - potáplice lední;194;0;
5332;Elophila nymphaeata;194;0;
5333;Gymnopus peronatus - penízovka hřebílkatá;194;0;
5334;Hoplodrina superstes;194;0;
5335;Russula chloroides - holubinka akvamarínová;194;0;
5336;Leontodon sp.;194;0;
5337;Hygroamblystegium humile;194;0;
5338;Polydrusus marginatus;194;0;
5339;Delphinium elatum - stračka vyvýšená;194;0;
5340;Exidia pithya - černorosol smrkový;194;0;
5341;Pentatoma rufipes - kněžice rudonohá;194;0;
5342;Parasteatoda lunata - snovačka hajní;194;0;
5343;Cinereomyces lindbladii - pórnatka popelavá;194;0;
5344;Bagous tubulus;194;0;
5345;Parmelina tiliacea;193;0;
5346;Meta menardi - meta temnostní;193;0;
5347;Crustulina guttata - snovačka tečkovaná;193;0;
5348;Calvatia excipuliformis - pýchavka palicovitá;193;0;
5349;Euphorbia stricta - pryšec tuhý;192;0;
5350;Hyphodontia sambuci - kornatec bezový;192;0;
5351;Otiorhynchus ligustici;192;0;
5352;Pardosa hortensis - slíďák zahradní;192;0;
5353;Aphis sp.;192;0;
5354;Hesperis tristis - večernice smutná;192;0;
5355;Catops nigrita;192;0;
5356;Arion fasciatus - plzák žlutopruhý;192;0;
5357;Chrysolina hyperici;192;0;
5358;Ischnopsyllus intermedius;192;0;
5359;Amorpha fruticosa - netvařec křovitý;192;0;
5360;Saperda populnea;192;0;
5361;Scoliciosporum sarothamni;192;0;
5362;Pardosa sphagnicola - slíďák rašelinný;192;0;
5363;Lecidella carpathica;192;0;
5364;Hedya pruniana;191;0;
5365;Clubiona pallidula - zápředník keřový;191;0;
5366;Diachrysia stenochrysis;191;0;
5367;Mercurialis ovata - bažanka vejčitá;191;0;
5368;Idaea contiguaria - žlutokřídlec skalní;191;0;
5369;Angelica archangelica - andělika lékařská;191;0;
5370;Thalictrum foetidum - žluťucha smrdutá;191;0;
5371;Laccobius bipunctatus;191;0;
5372;Camponotus ligniperdus - mravenec dřevokaz;191;0;
5373;Bacidia rubella;191;0;
5374;Evergestis limbata;191;0;
5375;Polygonatum sp.;191;0;
5376;Polygala serpyllifolia - vítod douškolistý;191;0;
5377;Derocrepis rufipes;191;0;
5378;Coenagrion scitulum - šidélko huňaté;191;0;
5379;Lasius platythorax;191;0;
5380;Baeospora myosura - penízečka drobnovýtrusá;190;0;
5381;Formica rufibarbis;190;0;
5382;Polygonum sp.;190;0;
5383;Adrastus pallens;190;0;
5384;Scaphisoma agaricinum;190;0;
5385;Enicmus fungicola;190;0;
5386;Paederus riparius;190;0;
5387;Melogona voigtii - hrbulka poříční;190;0;
5388;Agonum versutum;190;0;
5389;Euplocamus anthracinalis;190;0;
5390;Apamea furva;190;0;
5391;Dytiscus circumflexus;190;0;
5392;Syrmaticus reevesii - bažant královský;190;0;
5393;Orthosia populeti;189;0;
5394;Agonum gracilipes;189;0;
5395;Trachys fragariae;189;0;
5396;Tuckermannopsis chlorophylla;189;0;
5397;Magdalis armigera;189;0;
5398;Pycnomerus terebrans;189;0;
5399;Tethea ocularis - můřice trojtečná;189;0;
5400;Inonotus nodulosus - rezavec uzlinatý;189;0;
5401;Apotomis turbidana;189;0;
5402;Tortula subulata - kroucenec šídlovitý;189;0;
5403;Zora manicata - zora pustinná;189;0;
5404;Chaetocnema aridula;189;0;
5405;Boettgerilla pallens - blednička útlá;189;0;
5406;Potamogeton × angustifolius - rdest Zizův;189;0;
5407;Charopus concolor;189;0;
5408;Eucosma cana;188;0;
5409;Bombus pratorum - čmelák luční;188;0;
5410;Mycena maculata - helmovka skvrnitá;188;0;
5411;Hypoxylon howeanum - dřevomor Howeův;188;0;
5412;Brachionus angularis;188;0;
5413;Nematopogon swammerdamella;188;0;
5414;Clausilia cruciata - závornatka křížatá;188;0;
5415;Micarea misella;188;0;
5416;Crepidodera fulvicornis;188;0;
5417;Endothenia quadrimaculana;188;0;
5418;Episinus angulatus - snovačka hranatá;188;0;
5419;Ceruchus chrysomelinus - roháček jedlový;188;0;
5420;Entelecara congenera - pavučenka dlouhočelá;188;0;
5421;Glycyrrhiza glabra - lékořice lysá;188;0;
5422;Placynthiella dasaea;188;0;
5423;Candelariella coralliza;188;0;
5424;Graphoderus austriacus;188;0;
5425;Gnaphosa bicolor - skálovka žlutonohá;188;0;
5426;Thaumetopoea processionea - bourovčík toulavý;188;0;
5427;Asagena phalerata - snovačka zdobená;187;0;
5428;Sorbus bohemica - jeřáb český;187;0;
5429;Lissodema denticolle;187;0;
5430;Tabanus bromius;187;0;
5431;Festuca psammophila - kostřava písečná pravá;187;0;
5432;Anthophila fabriciana;187;0;
5433;Sittiflor floricola;187;0;
5434;Racomitrium fasciculare - zoubkočepka svazčitá;187;0;
5435;Veronica peregrina - rozrazil cizí;187;0;
5436;Anisoxya fuscula;187;0;
5437;Chrysolina herbacea;187;0;
5438;Salmo trutta m. fario - pstruh obecný potoční;187;0;
5439;Ampedus rufipennis;187;0;
5440;Anthoceros agrestis - hlevík polní;187;0;
5441;Anastrangalia dubia;187;0;
5442;Androsace septentrionalis - pochybek severní;187;0;
5443;Sorbus sudetica - jeřáb sudetský;187;0;
5444;Donacia vulgaris;187;0;
5445;Othius punctulatus;187;0;
5446;Buprestis rustica;186;0;
5447;Cteniopus sulphureus;186;0;
5448;Anthaxia salicis;186;0;
5449;Coccinella quinquepunctata;186;0;
5450;Ceratinella scabrosa - pavučenka důlkovaná;186;0;
5451;Centromerus incilium - plachetnatka suchomilná;186;0;
5452;Epiblema foenella;186;0;
5453;Anthaxia olympica;186;0;
5454;Racomitrium lanuginosum - zoubkočepka kosmatá;186;0;
5455;Crucibulum laeve - pohárovka obecná;186;0;
5456;Philodromus dispar - listovník rozličný;186;0;
5457;Simocephalus vetulus - věšenka obecná;186;0;
5458;Vicia villosa subsp. varia - vikev huňatá olysalá;186;0;
5459;Juncus sphaerocarpus - sítina kulatoplodá;186;0;
5460;Anthonomus pedicularis;186;0;
5461;Phlebia radiata - žilnatka oranžová;186;0;
5462;Cardamine sp.;185;0;
5463;Cerastium dubium - rožec pochybný;185;0;
5464;Aptinus bombarda;185;0;
5465;Rhagonycha testacea;185;0;
5466;Silene gallica - silenka francouzská;185;0;
5467;Lathyrus sp.;185;0;
5468;Eupithecia exiguata;185;0;
5469;Euphyia biangulata;185;0;
5470;Cladonia mitis;185;0;
5471;Racomitrium aciculare - zoubkočepka jehlovitá;185;0;
5472;Anguliphantes tripartitus - plachetnatka Svatoňova;185;0;
5473;Simyra albovenosa;184;0;
5474;Cryptocephalus violaceus;184;0;
5475;Frullania tamarisci - kovanec tamaryškový;184;0;
5476;Hygrophorus pustulatus - šťavnatka tečkovaná;184;0;
5477;Lactarius vellereus - ryzec plstnatý;184;0;
5478;Utricularia sp.;184;0;
5479;Dreissena polymorpha - slávička mnohotvárná;184;0;
5480;Platynothrus peltifer - podvlažník obecný;184;0;
5481;Cnaemidophorus rhododactyla;184;0;
5482;Soronia grisea;184;0;
5483;Mycena vitilis - helmovka měnlivá;184;0;
5484;Notioscopus sarcinatus - pavučenka štěrbinovitá;184;0;
5485;Sorbus alnifrons - jeřáb olšolistý;184;0;
5486;Corydalis lutea - dymnivka žlutá;184;0;
5487;Ypsolopha ustella;184;0;
5488;Eupithecia dodoneata;184;0;
5489;Donacia marginata;184;0;
5490;Vicia sativa agg.;183;0;
5491;Neriene radiata - plachetnatka kupolovitá;183;0;
5492;Nemania serpens - dřevomor plazivý;183;0;
5493;Crambus ericella;183;0;
5494;Vicia villosa subsp. villosa - vikev huňatá pravá;183;0;
5495;Lampyris noctiluca;183;0;
5496;Barbilophozia hatcheri;183;0;
5497;Agrilus convexicollis;183;0;
5498;Asellus aquaticus - beruška obecná;183;0;
5499;Thanatophilus rugosus;183;0;
5500;Suillus luteus - klouzek obecný;183;0;
5501;Stereonychus fraxini;183;0;
5502;Platyla polita - jehlovka hladká;183;0;
5503;Eurydema oleracea - kněžice zelná;183;0;
5504;Autographa bractea;182;0;
5505;Acrobasis repandana;182;0;
5506;Gentianella lutescens subsp. carpatica - hořeček žlutavý karpatský;182;0;
5507;Sonchus palustris - mléč bahenní;182;0;
5508;Potamogeton polygonifolius - rdest rdesnolistý;182;0;
5509;Paradarisa consonaria;182;0;
5510;Pseudolysimachion spurium - rozrazil latnatý;182;0;
5511;Plagionotus floralis;182;0;
5512;Graphoderus zonatus;182;0;
5513;Myrmica sabuleti;182;0;
5514;Zelotes erebeus - skálovka řemínková;182;0;
5515;Proteroiulus fuscus - dlouženka nahnědlá;182;0;
5516;Arthonia radiata;182;0;
5517;Triglochin maritima - bařička přímořská;181;0;
5518;Kleidocerys resedae - ploštička březová;181;0;
5519;Oenothera sp.;181;0;
5520;Hammarbya paludosa - měkkyně bahenní;181;0;
5521;Candelariella reflexa;181;0;
5522;Potamogeton praelongus - rdest dlouholistý;181;0;
5523;Lecanora rupicola subsp. subplanata;181;0;
5524;Cantharis fulvicollis;181;0;
5525;Pluteus phlebophorus - štítovka lemovaná;181;0;
5526;Thanatus formicinus - listovník drnový;181;0;
5527;Glischrochilus quadripunctatus;181;0;
5528;Calosoma sycophanta - krajník pižmový;181;0;
5529;Hieracium piloselloides - jestřábník úzkolistý;181;0;
5530;Salvinia natans - nepukalka vzplývající;181;0;
5531;Longitarsus nasturtii;180;0;
5532;Calypogeia fissa - kryjnice zaříznutá;180;0;
5533;Entelecara acuminata - pavučenka dlouhohlavá;180;0;
5534;Diplophyllum taxifolium - zdvojenka tisolistá;180;0;
5535;Tapinocyba affinis - pavučenka nevýrazná;180;0;
5536;Asplenium trichomanes subsp. quadrivalens - sleziník červený tmavohnědý;180;0;
5537;Oxystegus tenuirostris;180;0;
5538;Archarius crux;180;0;
5539;Mesogona acetosellae;180;0;
5540;Rhizedra lutosa;180;0;
5541;Gastrophysa polygoni;180;0;
5542;Anostirus castaneus;180;0;
5543;Valerianella carinata - kozlíček kýlnatý;180;0;
5544;Kochia scoparia - bytel metlatý;180;0;
5545;Pseudoclitocybe cyathiformis - strmělka číškovitá;180;0;
5546;Evergestis extimalis;180;0;
5547;Ipa keyserlingi - plachetnatka Keyserlingova;179;0;
5548;Carabus scheidleri helleri;179;0;
5549;Oxalis corniculata var. repens - šťavel růžkatý plazivý;179;0;
5550;Coprinopsis atramentaria;179;0;
5551;Plantago sp.;179;0;
5552;Polygala amara subsp. brachyptera - vítod hořký krátkokřídlý;179;0;
5553;Scopula floslactata;179;0;
5554;Sphaeroderma testaceum;179;0;
5555;Saga pedo - kobylka sága;179;0;
5556;Brachythecium tommasinii var. tommasinii;179;0;
5557;Stenopterapion tenue;179;0;
5558;Horisme tersata;178;0;
5559;Dissorhina ornata - drobnoženka trojkýlná;178;0;
5560;Glaphyra umbellatarum;178;0;
5561;Arthonia atra;178;0;
5562;Walckenaeria cuspidata - pavučenka zahrocená;178;0;
5563;Rumex acetosella subsp. tenuifolius - šťovík menší tenkolistý;178;0;
5564;Ampedus aethiops;178;0;
5565;Notaris acridulus;178;0;
5566;Epipactis greuteri - kruštík Greuterův;178;0;
5567;Notocelia roborana;178;0;
5568;Ethmia quadrillella;178;0;
5569;Carinatodorcadion fulvum - kozlíček hnědý;178;0;
5570;Russula lepida - holubinka sličná;178;0;
5571;Myrmeleotettix maculatus - saranče kyjorohá;178;0;
5572;Deroceras praecox - slimáček lesní;178;0;
5573;Argyrotaenia ljungiana;178;0;
5574;Oxycoccus microcarpus - klikva maloplodá;178;0;
5575;Marasmiellus ramealis - špička větevná;178;0;
5576;Agriotes lineatus;178;0;
5577;Apocheima hispidaria;177;0;
5578;Eupithecia intricata;177;0;
5579;Resinicium furfuraceum - ostnáček otrubičnatý;177;0;
5580;Blaniulus guttulatus - mnohonožka slepá;177;0;
5581;Gymnopus aquosus - penízovka vodnatá;177;0;
5582;Puccinellia limosa - zblochanec mokřadní;177;0;
5583;Eudonia mercurella;177;0;
5584;Gagea pusilla - křivatec nizoučký;177;0;
5585;Steganacarus striculus - záklopník drsný;177;0;
5586;Sempervivum tectorum - netřesk střešní;177;0;
5587;Acleris variegana;176;0;
5588;Hylastes cunicularius;176;0;
5589;Origanum vulgare subsp. vulgare - dobromysl obecná pravá;176;0;
5590;Coronopus squamatus - vranožka šupinatá;176;0;
5591;Eutypa maura;176;0;
5592;Senecio vernalis - starček jarní;176;0;
5593;Atethmia centrago;176;0;
5594;Nebria rufescens;176;0;
5595;Antitype chi;176;0;
5596;Callistus lunatus;176;0;
5597;Gentianella lutescens - hořeček žlutavý;176;0;
5598;Amanita regalis - muchomůrka královská;176;0;
5599;Lecanora saligna;176;0;
5600;Hydnum repandum - lišák zprohýbaný;176;0;
5601;Anthemis ruthenica - rmen rusínský;175;0;
5602;Catocala promissa - stužkonoska úzkopásá;175;0;
5603;Solorina saccata;175;0;
5604;Gomphidius glutinosus - slizák mazlavý;175;0;
5605;Anthaxia godeti;175;0;
5606;Nesticus cellulanus - temnomil sklepní;175;0;
5607;Rhyparia purpurata - přástevník angreštový;175;0;
5608;Erigeron muralis - turan pozdní;175;0;
5609;Streblotrichum convolutum;175;0;
5610;Xanthium albinum - řepeň polabská;175;0;
5611;Achillea millefolium subsp. sudetica - řebříček obecný sudetský;175;0;
5612;Oligotrichum hercynicum - plonitka horská;175;0;
5613;Caragana arborescens - čimišník stromovitý;175;0;
5614;Crepis tectorum - škarda střešní;175;0;
5615;Tenuiphantes tenuis - plachetnatka kotvovitá;174;0;
5616;Leotia lubrica - patyčka rosolovitá;174;0;
5617;Philaeus chrysops - skákavka rudopásá;174;0;
5618;Acanthocinus aedilis;174;0;
5619;Plusia putnami;174;0;
5620;Quercus dalechampii - dub žlutavý;174;0;
5621;Brachydesmus superus - plochule hrbolatá;174;0;
5622;Gryllotalpa gryllotalpa - krtonožka obecná;174;0;
5623;Bembidion varicolor;174;0;
5624;Hieracium rothianum - chlupáček chlumní;174;0;
5625;Cardamine resedifolia - řeřišnice rýtolistá;174;0;
5626;Punctelia subrudecta;174;0;
5627;Callitriche platycarpa - hvězdoš hranoplodý;174;0;
5628;Dicymbium tibiale - pavučenka tlustonohá;174;0;
5629;Gnaphosa lugubris - skálovka smuteční;174;0;
5630;Salix hastata - vrba hrotolistá svěží;174;0;
5631;Minuartia smejkalii - kuřička Smejkalova;173;0;
5632;Onthophagus nuchicornis - vrubounek holorohý;173;0;
5633;Amara makolskii;173;0;
5634;Stenostola ferrea;173;0;
5635;Catarhoe rubidata;173;0;
5636;Pocadius ferrugineus;173;0;
5637;Anthriscus caucalis - kerblík obecný;173;0;
5638;Lecidea plana;173;0;
5639;Teucrium scorodonia - ožanka lesní;173;0;
5640;Centaurium littorale subsp. compressum - zeměžluč přímořská slatinná;173;0;
5641;Onthophagus verticicornis;173;0;
5642;Alchemilla cymatophylla - kontryhel číšolistý;173;0;
5643;Ancylis mitterbacheriana;173;0;
5644;Auriscalpium vulgare - lžičkovec šiškový;173;0;
5645;Gypsophila fastigiata - šater svazčitý;173;0;
5646;Bryoria fuscescens;173;0;
5647;Symphytum officinale agg.;173;0;
5648;Eratigena atrica - pokoutník tmavý;173;0;
5649;Aplotarsus incanus;173;0;
5650;Ancylosis cinnamomella;173;0;
5651;Apodemus sp.;173;0;
5652;Geotrupes spiniger;173;0;
5653;Lobaria pulmonaria;173;0;
5654;Omalium caesum;173;0;
5655;Oudemansiella mucida - slizečka porcelánová;173;0;
5656;Colydium filiforme - dřevožrout niťovitý;173;0;
5657;Macrochilo cribrumalis;173;0;
5658;Hebeloma mesophaeum - slzivka opásaná;173;0;
5659;Scorpidium scorpioides - štírovec dutolistý;173;0;
5660;Eratigena agrestis - pokoutník stepní;173;0;
5661;Philonotis caespitosa - vlahovka drnatá;173;0;
5662;Physcomitrium pyriforme - měchýřočepka hruškovitá;172;0;
5663;Pareulype berberata;172;0;
5664;Mycena leptocephala - helmovka chlorová;172;0;
5665;Cheiracanthium erraticum - zápřednice mokřadní;172;0;
5666;Syntomus obscuroguttatus;172;0;
5667;Palustriella decipiens - hrubožebrec tuhý;172;0;
5668;Panamomops mengei - pavučenka ouškatá;172;0;
5669;Marsupella emarginata;172;0;
5670;Idaea fuscovenosa;172;0;
5671;Formica sanguinea - mravenec loupeživý;172;0;
5672;Aphodius rufipes - hnojník rudonohý;172;0;
5673;Lactarius glyciosmus - ryzec vonný;172;0;
5674;Evergestis pallidata;172;0;
5675;Rosa rugosa - růže svraskalá;172;0;
5676;Dromius schneideri;172;0;
5677;Agrilus obscuricollis;172;0;
5678;Marasmius epiphyllus - špička listová;172;0;
5679;Leucania obsoleta;172;0;
5680;Hydroporus erythrocephalus;171;0;
5681;Andrena sp.;171;0;
5682;Frutidella pullata;171;0;
5683;Melanthia procellata;171;0;
5684;Cortodera femorata;171;0;
5685;Hyphodontia aspera - kornatec drsný;171;0;
5686;Taphrorychus bicolor;171;0;
5687;Spercheus emarginatus - vodomilek vačnatý;171;0;
5688;Pseudolysimachion spurium subsp. foliosum - rozrazil latnatý širolistý;171;0;
5689;Eucobresia nivalis - slimáčnice lesní;171;0;
5690;Pseudorchis albida - běloprstka bělavá;171;0;
5691;Ampulloclitocybe clavipes - strmělka kyjonohá;171;0;
5692;Juncus ranarius - sítina slanomilná;171;0;
5693;Hygrocybe virginea - voskovka panenská;171;0;
5694;Aspitates gilvaria;171;0;
5695;Hygrohypnella ochracea;171;0;
5696;Acarospora nitrophila;171;0;
5697;Orthotrichum affine var. affine;171;0;
5698;Micrargus subaequalis - pavučenka hučková;171;0;
5699;Tachyerges stigma;170;0;
5700;Corvus sp.;170;0;
5701;Danthonia alpina - trojzubec lesostepní;170;0;
5702;Eustroma reticulata;170;0;
5703;Dyschiriodes tristis;170;0;
5704;Ptinus fur;170;0;
5705;Bryophila raptricula;170;0;
5706;Laccaria proxima - lakovka statná;170;0;
5707;Hypnum cupressiforme var. lacunosum;170;0;
5708;Chenopodium opulifolium - merlík kalinolistý;170;0;
5709;Ramalina fastigiata;170;0;
5710;Eupithecia innotata;170;0;
5711;Agrocybe praecox - polnička raná;170;0;
5712;Agonimia tristicula;170;0;
5713;Myotis dasycneme - netopýr pobřežní;170;0;
5714;Cryptocephalus fulvus;170;0;
5715;Liochlaena lanceolata;170;0;
5716;Adoristes ovatus - lodinka podlouhlá;170;0;
5717;Hypochthonius rufulus - neštiřík červenavý;170;0;
5718;Hydronomus alismatis;170;0;
5719;Umbilicaria polyphylla;170;0;
5720;Vascellum pratense - pýchavka stlačená;170;0;
5721;Trox scaber - hlodáč drsný;170;0;
5722;Lycopus exaltatus - karbinec statný;169;0;
5723;Peltis grossa - kornatec velký;169;0;
5724;Sphagnum inundatum - rašeliník splývavý;169;0;
5725;Cortinarius semisanguineus - pavučinec polokrvavý;169;0;
5726;Coenagrion lunulatum - šidélko jarní;169;0;
5727;Amanita battarrae - muchomůrka hnědožlutá;169;0;
5728;Bupleurum longifolium subsp. vapincense - prorostlík dlouholistý fialový;169;0;
5729;Liophloeus tessulatus;169;0;
5730;Pogonocherus hispidulus;169;0;
5731;Corticeus bicolor - kůrař dvojbarvý;169;0;
5732;Trichodon cylindricus - tenkozubka válcovitá;169;0;
5733;Potentilla crantzii subsp. serpentini - mochna Crantzova hadcová;169;0;
5734;Caradrina selini;169;0;
5735;Lactarius lignyotus - ryzec černohlávek;169;0;
5736;Prionychus melanarius;169;0;
5737;Elaphrus aureus;169;0;
5738;Eucosma campoliliana;169;0;
5739;Catabrosa aquatica - odemka vodní;169;0;
5740;Diatrypella quercina - polštářnatka dubová;169;0;
5741;Skeletocutis nivea - bělochoroš polokloboukatý;169;0;
5742;Apterogenum ypsillon;169;0;
5743;Tricholoma fulvum - čirůvka žlutohnědá;169;0;
5744;Dendrothele acerina - kornatec babykový;168;0;
5745;Cionus tuberculosus;168;0;
5746;Minucia lunaris;168;0;
5747;Sicista betulina - myšivka horská;168;0;
5748;Lixus iridis;168;0;
5749;Cimicifuga europaea - ploštičník evropský;168;0;
5750;Leptogium pulvinatum;168;0;
5751;Sibianor aurocinctus - skákavka tlustonohá;168;0;
5752;Tachyporus chrysomelinus;168;0;
5753;Hilaira excisa - pavučenka močálová;168;0;
5754;Polyporus arcularius - choroš plástvový;168;0;
5755;Byctiscus populi;168;0;
5756;Dryophthorus corticalis;168;0;
5757;Utricularia bremii - bublinatka vícekvětá;168;0;
5758;Binodoxys acalephae;168;0;
5759;Phytometra viridaria;168;0;
5760;Diplotaxis muralis - křez zední;168;0;
5761;Scirpus sp.;168;0;
5762;Cytilus sericeus;168;0;
5763;Tricholoma saponaceum - čirůvka mýdlová;167;0;
5764;Coriolopsis gallica - outkovka francouzská;167;0;
5765;Hygrocybe conica - voskovka kuželovitá;167;0;
5766;Parmelia omphalodes;167;0;
5767;Tachyerges salicis;167;0;
5768;Campanula gentilis - zvonek jemný;167;0;
5769;Deltote uncula;167;0;
5770;Phellinus punctatus - ohňovec tečkovaný;167;0;
5771;Cloeon dipterum;167;0;
5772;Silpha tristis;167;0;
5773;Tiso vagans - pavučenka stěhovavá;167;0;
